SMILES,Fragment,AR,Predicted,Functional Group,Molecular Weight,LogP,Num H Donors,Num H Acceptors
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,[16*]c1ccccc1,9.44416495700102,37.324314,Aromatic Ring,77.106,0.8612,0,0
CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[8*]C([8*])([8*])C,18.4268041906462,34.675705,Other,27.046,0.7279,0,0
CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[16*]c1ccc(O)cc1,18.4268041906462,34.675705,Aromatic Ring,93.10499999999998,0.5668,1,1
CN1CCOCC1,CN1CCOCC1,197.304423003711,64.145775,Amine,101.149,-0.05160000000000009,0,2
CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,[6*]C(C)=O,194.092165296273,45.705524,Other,43.045,0.0822,0,1
CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,[15*]C1(C)CC2=C(CCCC2(C)C)CC1C,194.092165296273,45.705524,Other,191.338,4.650900000000004,0,0
O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,[1*]C([6*])=O,188.409937751818,52.897846,Other,28.009999999999998,0.20500000000000002,0,1
O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,[11*]SS[11*],188.409937751818,52.897846,Other,64.134,1.2964,0,2
O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,[16*]c1ccccc1[16*],188.409937751818,52.897846,Aromatic Ring,76.098,0.03579999999999994,0,0
O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,[5*]N[5*],188.409937751818,52.897846,Amine,15.015,-0.4954,1,1
O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,[16*]c1ccccc1,188.409937751818,52.897846,Aromatic Ring,77.106,0.8612,0,0
N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,[5*]N[5*],68.0892821420292,38.219673,Amine,15.015,-0.4954,1,1
N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,[16*]c1cccc2ccccc12,68.0892821420292,38.219673,Aromatic Ring,127.16599999999997,2.0144,0,0
N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,[16*]c1ccccc1,68.0892821420292,38.219673,Aromatic Ring,77.106,0.8612,0,0
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.81596017817059,2.3045938,Alcohol,312.4530000000001,3.8826000000000036,1,2
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,12.9663839483922,23.482697,Alcohol,329.44000000000005,3.466880000000002,2,4
CCCCCCCCCCCSCC(O)=O,[4*]CC(=O)O,175.074787362898,54.208286,Carboxylic Acid,59.044000000000004,0.03859999999999991,1,1
CCCCCCCCCCCSCC(O)=O,[11*]S[11*],175.074787362898,54.208286,Other,32.067,0.6482,0,1
CCCCCCCCCCCSCC(O)=O,[4*]CCCCCCCCCCC,175.074787362898,54.208286,Other,155.305,4.484800000000004,0,0
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,183.982897860838,42.9265,Aromatic Ring,318.0300000000001,6.187900000000003,0,0
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,2.07206769713954,12.425152,Alcohol,290.447,3.959100000000003,1,2
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[6*]C(C)=O,35.8768637819763,28.64965,Other,43.045,0.0822,0,1
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[15*][C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,35.8768637819763,28.64965,Other,271.424,4.856100000000004,0,1
CCCC[Sn](Cl)(CCCC)CCCC,CCCC[Sn](Cl)(CCCC)CCCC,1.70517888010566,28.403303,Other,325.5120000000001,5.571000000000005,0,0
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,[3*]OO[3*],193.271926165168,54.010498,Other,31.998,-0.1368,0,2
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,[4*]C([8*])(C)C,193.271926165168,54.010498,Other,42.081,1.2409999999999999,0,0
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,[16*]c1ccccc1,193.271926165168,54.010498,Aromatic Ring,77.106,0.8612,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,199.370604834423,43.2165,Alkyl Halide,482.517,5.761200000000002,0,1
CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,[16*]c1ccncc1,199.540222280548,45.982533,Aromatic Ring,78.09399999999998,0.2562,0,1
CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,[5*]N[5*],199.540222280548,45.982533,Amine,15.015,-0.4954,1,1
CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,[1*]C([6*])=O,199.540222280548,45.982533,Other,28.009999999999998,0.20500000000000002,0,1
CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,[13*][C@@H]1N=C(c2ccccc2)c2cc(C)cc3c2N(CC3)C1=O,199.540222280548,45.982533,Amide,275.33099999999996,2.61052,0,2
CCCCN(CCCC)C(=O)N(CCCC)CCCC,[5*]N([5*])[5*],53.9202941974063,30.14691,Amine,14.007,-0.3187,0,1
CCCCN(CCCC)C(=O)N(CCCC)CCCC,[1*]C([1*])=O,53.9202941974063,30.14691,Other,28.009999999999998,0.20500000000000002,0,1
CCCCN(CCCC)C(=O)N(CCCC)CCCC,[4*]CCCC,53.9202941974063,30.14691,Other,57.116,1.7541,0,0
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[8*]C([8*])(C)C,198.849702000691,47.681667,Other,42.081,1.2409999999999999,0,0
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[16*]c1ccc(O)cc1,198.849702000691,47.681667,Aromatic Ring,93.10499999999998,0.5668,1,1
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,[3*]O[3*],160.044965799333,46.806156,Other,15.999,-0.0684,0,1
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,[4*]CCCCC[4*],160.044965799333,46.806156,Other,70.135,2.0919,0,0
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,[16*]c1ccc(C(=N)N)cc1,160.044965799333,46.806156,Amine,119.14699999999999,0.14527000000000012,2,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,0.733611551520778,9.946786,Alcohol,337.46300000000014,4.221000000000004,1,3
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[4*]C[8*],2.79840424627621,28.837534,Other,14.027,0.4608,0,0
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[3*]OC,2.79840424627621,28.837534,Other,31.034,0.09710000000000002,0,1
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[5*]N[5*],2.79840424627621,28.837534,Amine,15.015,-0.4954,1,1
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[5*]N([5*])[5*],2.79840424627621,28.837534,Amine,14.007,-0.3187,0,1
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[4*]CC,2.79840424627621,28.837534,Other,29.061999999999998,0.9739,0,0
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[5*]NC=O,2.79840424627621,28.837534,Other,44.033,-0.8033000000000001,1,1
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[4*]CC[4*],2.79840424627621,28.837534,Other,28.053999999999995,0.9216,0,0
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,[16*]c1ccc2sc3c([16*])ccc([16*])c3c(=O)c2c1,2.79840424627621,28.837534,Aromatic Ring,209.249,0.9385,0,2
CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,[16*]c1ccc(Cl)cc1,197.434869489953,43.90993,Aromatic Ring,111.55099999999999,1.5146,0,0
CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,[9*]n1cncn1,197.434869489953,43.90993,Other,68.059,-0.4095,0,3
CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,[8*]C[8*],197.434869489953,43.90993,Other,14.027,0.4608,0,0
CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,[15*]C1CCC(C)(C)C1([15*])O,197.434869489953,43.90993,Alcohol,112.17199999999998,1.3821,1,1
NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,[16*]c1ccc(C#N)c([16*])c1,22.8723257067382,10.816298,Aromatic Ring,101.10799999999999,-0.09252000000000005,0,1
NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,[5*]N([5*])[5*],22.8723257067382,10.816298,Amine,14.007,-0.3187,0,1
NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,[8*]C(F)(F)F,22.8723257067382,10.816298,Alkyl Halide,69.00500000000001,1.0554999999999999,0,0
NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,[4*]CC(N)=O,22.8723257067382,10.816298,Amide,58.059999999999995,-0.5607000000000002,1,1
NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,[4*]CC(F)(F)F,22.8723257067382,10.816298,Alkyl Halide,83.03200000000001,1.5163000000000002,0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,[3*]O[3*],17.1147276424591,19.249859,Other,15.999,-0.0684,0,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,[15*]C1CCCC1,17.1147276424591,19.249859,Other,69.12700000000001,1.8981999999999999,0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,[1*]C(=O)CC[8*],17.1147276424591,19.249859,Other,56.064,0.42,0,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,[15*][C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,17.1147276424591,19.249859,Aromatic Ring,255.38099999999997,4.586100000000004,1,1
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[3*]O[3*],197.647574274605,45.8348,Other,15.999,-0.0684,0,1
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[1*]C([6*])=O,197.647574274605,45.8348,Other,28.009999999999998,0.20500000000000002,0,1
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[3*]OC,197.647574274605,45.8348,Other,31.034,0.09710000000000002,0,1
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[5*]N[5*],197.647574274605,45.8348,Amine,15.015,-0.4954,1,1
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[14*]c1nnn[n-]1,197.647574274605,45.8348,Other,68.039,-1.9966000000000004,0,3
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[4*]C(C)C,197.647574274605,45.8348,Other,43.089,1.3639999999999999,0,0
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[14*]c1sc2ccc([16*])cc2c1[16*],197.647574274605,45.8348,Aromatic Ring,131.17899999999997,0.42510000000000003,0,1
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,0.832369063344745,3.949677,Other,302.4140000000001,3.973100000000003,1,3
ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,198.437388761991,63.67633,Alkyl Halide,373.321,5.241500000000001,0,0
NC1=C(N)C=C(Cl)C=C1,Nc1ccc(Cl)cc1N,93.093875787957,37.582436,Amine,142.589,1.5044,2,2
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[3*]O[3*],24.0828467561878,34.43259,Other,15.999,-0.0684,0,1
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[4*]CC(CC)CCCC,24.0828467561878,34.43259,Other,113.22399999999999,3.1704000000000017,0,0
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[1*]C(=O)CC(C([1*])=O)S(=O)(=O)[O-],24.0828467561878,34.43259,Other,163.13,-1.5578999999999998,0,5
COC(=O)C1=C(O)C(C)=C(O)C=C1C,[16*]c1c(C)cc(O)c(C)c1O,14.6176911013685,44.483925,Aromatic Ring,137.158,0.8892399999999998,2,2
COC(=O)C1=C(O)C(C)=C(O)C=C1C,[1*]C([6*])=O,14.6176911013685,44.483925,Other,28.009999999999998,0.20500000000000002,0,1
COC(=O)C1=C(O)C(C)=C(O)C=C1C,[3*]OC,14.6176911013685,44.483925,Other,31.034,0.09710000000000002,0,1
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,[16*]c1cc(O)c2ccccc2c1O,31.2758691311786,52.21741,Aromatic Ring,159.16399999999996,1.4256,2,2
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,[6*]C(=O)O,31.2758691311786,52.21741,Carboxylic Acid,45.017,0.2137,1,1
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,[3*]O[3*],15.9509318811686,20.832699,Other,15.999,-0.0684,0,1
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,[5*]N([5*])[5*],15.9509318811686,20.832699,Amine,14.007,-0.3187,0,1
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,[4*]CCC,15.9509318811686,20.832699,Other,43.089,1.3639999999999999,0,0
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,[1*]C(=O)n1ccnc1,15.9509318811686,20.832699,Other,95.08099999999999,0.40049999999999997,0,3
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,[4*]CC[4*],15.9509318811686,20.832699,Other,28.053999999999995,0.9216,0,0
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,[16*]c1c(Cl)cc(Cl)cc1Cl,15.9509318811686,20.832699,Aromatic Ring,180.441,2.8214000000000006,0,0
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,[4*]CCCCCCCCCC,4.94483561653094,39.369682,Other,141.27800000000002,4.094700000000003,0,0
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,[5*][N+]([5*])(C)C,4.94483561653094,39.369682,Other,44.077,-0.008600000000000052,0,0
[Cl-].[Cl-].CCCC[Sn++]CCCC,CCCC[Sn+2]CCCC.[Cl-].[Cl-],9.52460124132658,32.33435,Other,303.84899999999993,-2.864599999999996,0,0
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,[3*]OCN([5*])[5*],11.9237013369761,32.862408,Amine,44.032999999999994,-0.3446,0,2
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,[16*]c1cccc(C)c1[16*],11.9237013369761,32.862408,Aromatic Ring,90.125,0.34421999999999997,0,0
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,[4*]CC,11.9237013369761,32.862408,Other,29.061999999999998,0.9739,0,0
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,[1*]C(=O)CCl,11.9237013369761,32.862408,Alkyl Halide,77.49000000000001,0.30110000000000003,0,1
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,[8*]CC,11.9237013369761,32.862408,Other,29.061999999999998,0.9739,0,0
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[8*]C([8*])[8*],4.5375014135133,36.715572,Other,13.018999999999998,0.3378,0,0
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[9*]n1cncn1,4.5375014135133,36.715572,Other,68.059,-0.4095,0,3
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[16*]c1ccc(C#N)cc1,4.5375014135133,36.715572,Aromatic Ring,102.11599999999999,0.73288,0,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[4*]CCCCCCCC,1.68564942472976,35.065556,Other,113.224,3.3145000000000024,0,0
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[5*][N+]([5*])([5*])C,1.68564942472976,35.065556,Other,29.042,-0.17410000000000003,0,0
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,[3*]O[3*],3.11521584135267,43.173286,Other,15.999,-0.0684,0,1
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,[16*]c1ccc(Cl)cc1,3.11521584135267,43.173286,Aromatic Ring,111.55099999999999,1.5146,0,0
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,[1*]C(=O)C([8*])([8*])O,3.11521584135267,43.173286,Alcohol,57.028000000000006,-1.193,1,2
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,[4*]CC,3.11521584135267,43.173286,Other,29.061999999999998,0.9739,0,0
OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,[16*]c1ccc2cc(O)ccc2c1,30.0952134981689,44.382854,Aromatic Ring,143.165,1.7199999999999998,1,1
OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,[11*]SS[11*],30.0952134981689,44.382854,Other,64.134,1.2964,0,2
CSC(=O)C1=CC=CC2=C1SN=N2,[16*]c1cccc2nnsc12,0.263397888755278,29.785215,Aromatic Ring,135.17100000000002,0.8658999999999999,0,3
CSC(=O)C1=CC=CC2=C1SN=N2,[6*]C(=O)SC,0.263397888755278,29.785215,Other,75.112,1.0187,0,2
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,[8*]CSP(=S)(OC)OC,10.7016010292338,42.549084,Other,171.20299999999997,1.7436999999999998,0,4
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,[9*]n1nnc2ccccc2c1=O,10.7016010292338,42.549084,Aromatic Ring,146.12899999999996,0.10389999999999999,0,4
CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,[5*]N1C2CCC1CC([15*])C2,4.81771125444809,18.567047,Amine,109.17199999999998,1.4153,0,1
CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,[1*]C([6*])=O,4.81771125444809,18.567047,Other,28.009999999999998,0.20500000000000002,0,1
CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,[16*]c1cccc(F)c1,4.81771125444809,18.567047,Aromatic Ring,95.096,1.0003,0,0
CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,[5*]NC,4.81771125444809,18.567047,Amine,30.05,-0.3299000000000001,1,1
