SMILES,Fragment,AR,Predicted,Functional Group,Molecular Weight,LogP,Num H Donors,Num H Acceptors
CCOC1=C(N)C=C(NC(C)=O)C=C1,[3*]O[3*],1.88722937379474,1.5528613,Other,15.999,-0.0684,0,1
CCOC1=C(N)C=C(NC(C)=O)C=C1,[16*]c1ccc([16*])c(N)c1,1.88722937379474,1.5528613,Amine,91.113,-0.3820000000000001,1,1
CCOC1=C(N)C=C(NC(C)=O)C=C1,[4*]CC,1.88722937379474,1.5528613,Other,29.061999999999998,0.9739,0,0
Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2,[8*]CC,1.65352488357758,1.4028212,Other,29.061999999999998,0.9739,0,0
Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2,[9*]n1c2ccccc2c2cc(N)ccc21,1.65352488357758,1.4028212,Amine,181.21799999999996,2.6891,1,2
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1.45838312104729,1.4842669,Amine,237.258,2.352620000000001,1,3
NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,[14*]c1nnc(N)o1,1.65310443339521,1.5123374,Amine,84.058,-1.1736000000000002,1,4
NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,[14*]c1ccc([N+](=O)[O-])o1,1.65310443339521,1.5123374,Amine,112.064,0.36239999999999994,0,3
NC1=C(O)C=CC(=C1)[N+]([O-])=O,Nc1cc([N+](=O)[O-])ccc1O,1.61248034159492,1.5942309,Amine,154.125,0.8825999999999998,2,4
NC1=C(O)C=C(C=C1)[N+]([O-])=O,Nc1ccc([N+](=O)[O-])cc1O,1.65725629289564,1.5961615,Amine,154.125,0.8825999999999998,2,4
NC1=CC(=C(O)C=C1)[N+]([O-])=O,Nc1ccc(O)c([N+](=O)[O-])c1,1.74570498041858,1.6009707,Amine,154.125,0.8825999999999998,2,4
NC1=NC=C(S1)[N+]([O-])=O,Nc1ncc([N+](=O)[O-])s1,1.61519390670747,1.5778898,Amine,145.143,0.6335,1,5
NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.54290071212909,1.5764745,Amine,223.231,2.0442,1,3
CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1,Cc1cc(N=Nc2ccccc2C)ccc1N,1.57140861309914,1.534296,Amine,225.29500000000002,4.301040000000003,1,3
NC1=CC=C(C=C1)C1=CC=CC=C1,[16*]c1ccccc1,0.904744628096435,1.5977107,Aromatic Ring,77.106,0.8612,0,0
NC1=CC=C(C=C1)C1=CC=CC=C1,[16*]c1ccc(N)cc1,0.904744628096435,1.5977107,Amine,92.121,0.4434000000000001,1,1
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,[8*]C(C)(C)C,-0.402757419078941,0.75888234,Other,57.116,1.7541,0,0
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,[3*]OS(=O)O[3*],-0.402757419078941,0.75888234,Other,80.064,-0.47309999999999997,0,3
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,[4*]CCCl,-0.402757419078941,0.75888234,Alkyl Halide,63.507,1.1927999999999999,0,0
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,[4*]CC([4*])C,-0.402757419078941,0.75888234,Other,42.080999999999996,1.3117,0,0
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,[16*]c1ccc([16*])cc1,-0.402757419078941,0.75888234,Aromatic Ring,76.098,0.035800000000000054,0,0
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,[3*]O[3*],-0.402757419078941,0.75888234,Other,15.999,-0.0684,0,1
[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,[6*]C(=O)[O-],1.43711335554357,1.4467485,Other,44.009,-1.121,0,2
[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,[3*]OC,1.43711335554357,1.4467485,Other,31.034,0.09710000000000002,0,1
[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,[16*]c1cccc2c1cc([N+](=O)[O-])c1c([16*])cc3c(c12)OCO3,1.43711335554357,1.4467485,Amine,265.224,1.9791,0,4
[O--].[O--].[O--].[As+3].[As+3],[As+3].[As+3].[O-2].[O-2].[O-2],1.39794000867204,1.6049875,Other,197.84099999999998,-1.118,0,0
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[8*]C[8*],1.15755655652519,1.4038279,Other,14.027,0.4608,0,0
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[16*]c1ccc([16*])cc1,1.15755655652519,1.4038279,Aromatic Ring,76.098,0.035800000000000054,0,0
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[5*]N1CCC([15*])CC1,1.15755655652519,1.4038279,Amine,83.13400000000001,0.8843,0,1
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[5*]N[5*],1.15755655652519,1.4038279,Amine,15.015,-0.4954,1,1
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[16*]c1ccc(F)cc1,1.15755655652519,1.4038279,Aromatic Ring,95.09599999999999,1.0003,0,0
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[3*]OC,1.15755655652519,1.4038279,Other,31.034,0.09710000000000002,0,1
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[4*]CC[8*],1.15755655652519,1.4038279,Other,28.053999999999995,0.9216,0,0
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,[9*]n1c([14*])nc2ccccc21,1.15755655652519,1.4038279,Aromatic Ring,116.12299999999996,0.5232999999999999,0,2
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,[5*]N(C)C,1.41874569142401,1.4635963,Amine,44.077,0.012299999999999978,0,1
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,[16*]c1ccc(C(=N)c2ccc([16*])cc2)cc1,1.41874569142401,1.4635963,Aromatic Ring,179.222,1.45197,1,1
CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[1*]C(C)=O,0.99506489698689,1.4845588,Other,43.045,0.0822,0,1
CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[13*][C@@H]1O[C@H]([13*])[C@@H]([15*])[C@H]([15*])[C@H]1[15*],0.99506489698689,1.4845588,Other,81.094,0.7807999999999999,0,1
CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[4*]C[8*],0.99506489698689,1.4845588,Other,14.027,0.4608,0,0
CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[3*]O[3*],0.99506489698689,1.4845588,Other,15.999,-0.0684,0,1
CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[11*]S[Au],0.99506489698689,1.4845588,Other,229.03400000000002,0.6457,0,1
NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[8*]CO,0.633276744381375,1.0664285,Alcohol,31.034,-0.5145,1,1
NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H]1O,0.633276744381375,1.0664285,Alcohol,102.08899999999998,-1.5108000000000001,2,3
NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[9*]n1cnc(N)nc1=O,0.633276744381375,1.0664285,Amine,111.084,-1.4671000000000005,1,5
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,[4*]C[C@H](N)C(=O)O,1.45079679895719,1.5298156,Carboxylic Acid,88.08599999999998,-0.6340999999999999,2,2
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,[3*]O[3*],1.45079679895719,1.5298156,Other,15.999,-0.0684,0,1
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,[1*]C(=O)C=[N+]=[N-],1.45079679895719,1.5298156,Other,69.043,-0.6371,0,1
CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,[14*]c1ncnc2nc[nH]c12,1.0607442707499,1.4669561,Aromatic Ring,119.10699999999999,-0.4725,1,3
CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,[14*]c1c([N+](=O)[O-])ncn1C,1.0607442707499,1.4669561,Amine,126.095,-0.4971,0,4
CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,[11*]S[11*],1.0607442707499,1.4669561,Other,32.067,0.6482,0,1
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[1*]C(=O)C1=C(C)NC(N)=C(C([1*])=O)C1[15*],1.44425947719715,1.3864634,Amine,163.156,-0.47650000000000015,2,4
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[16*]c1ccccc1,1.44425947719715,1.3864634,Aromatic Ring,77.106,0.8612,0,0
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[5*]N1CC([15*])C1,1.44425947719715,1.3864634,Amine,55.080000000000005,0.10409999999999997,0,1
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[3*]O[3*],1.44425947719715,1.3864634,Other,15.999,-0.0684,0,1
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[16*]c1cccc([N+](=O)[O-])c1,1.44425947719715,1.3864634,Amine,122.103,0.7694,0,2
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[4*]C([8*])[8*],1.44425947719715,1.3864634,Other,13.018999999999998,0.3378,0,0
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[4*]C(C)C,1.44425947719715,1.3864634,Other,43.089,1.3639999999999999,0,0
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,[8*]CSP(=S)(OC)OC,1.85144089372258,1.4453977,Other,171.20299999999997,1.7436999999999998,0,4
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,[9*]n1nnc2ccccc2c1=O,1.85144089372258,1.4453977,Aromatic Ring,146.12899999999996,0.10389999999999999,0,4
C1=CC=C2C(=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1.36825314371398,1.4631387,Aromatic Ring,252.31599999999997,5.737200000000003,0,0
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,[16*]c1cc(Cl)ccc1O,1.64253204226064,1.461171,Aromatic Ring,127.54999999999997,1.2202,1,1
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,[8*]C[8*],1.64253204226064,1.461171,Other,14.027,0.4608,0,0
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,[16*]c1ccccc1,1.64253204226064,1.461171,Aromatic Ring,77.106,0.8612,0,0
S=C=NCC1=CC=CC=C1,[8*]CN=C=S,1.77823908489295,1.5030956,Other,72.112,0.5960000000000001,0,2
S=C=NCC1=CC=CC=C1,[16*]c1ccccc1,1.77823908489295,1.5030956,Aromatic Ring,77.106,0.8612,0,0
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[16*]c1cccc([16*])c1C,1.53550474828445,1.45837,Aromatic Ring,90.125,0.3442199999999999,0,0
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[1*]C([6*])=O,1.53550474828445,1.45837,Other,28.009999999999998,0.20500000000000002,0,1
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[7*]C[8*],1.53550474828445,1.45837,Other,14.027,0.4608,0,0
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[16*]c1ccccc1,1.53550474828445,1.45837,Aromatic Ring,77.106,0.8612,0,0
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[7*]C(Cl)C(F)(F)F,1.53550474828445,1.45837,Alkyl Halide,117.47700000000002,1.6628999999999998,0,0
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[4*]C[8*],1.53550474828445,1.45837,Other,14.027,0.4608,0,0
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[3*]O[3*],1.53550474828445,1.45837,Other,15.999,-0.0684,0,1
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,[15*][C@H]1[C@@H]([15*])C1(C)C,1.53550474828445,1.45837,Other,68.11899999999999,1.7018,0,0
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-0.209037336249062,0.3288823,Other,596.117,9.694599999999998,0,1
ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1,[16*]c1ccc([16*])cc1,1.42460974154802,1.469373,Aromatic Ring,76.098,0.035800000000000054,0,0
ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1,[3*]O[3*],1.42460974154802,1.469373,Other,15.999,-0.0684,0,1
ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1,[14*]c1ncc(Cl)cc1Cl,1.42460974154802,1.469373,Aromatic Ring,146.98399999999998,1.563,0,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[16*]c1ccc(O)cc1,1.60205999132796,1.6430942,Aromatic Ring,93.10499999999998,0.5668,1,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[8*]C([8*])(C)C,1.60205999132796,1.6430942,Other,42.081,1.2409999999999999,0,0
[Na+].[Na+].NC1=CC(N)=C(C=C1)N=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=C(C=C2C=C(C(N=NC3=CC=CC=C3)=C(O)C2=C1N)S([O-])(=O)=O)S([O-])(=O)=O,[16*]c1ccc(N=Nc2c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])c(N=Nc4ccccc4)c(O)c3c2N)cc1,1.39286651376616,1.4737275,Amine,524.5160000000003,3.941200000000002,2,12
[Na+].[Na+].NC1=CC(N)=C(C=C1)N=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=C(C=C2C=C(C(N=NC3=CC=CC=C3)=C(O)C2=C1N)S([O-])(=O)=O)S([O-])(=O)=O,[16*]c1ccc(N=Nc2ccc(N)cc2N)cc1,1.39286651376616,1.4737275,Amine,211.248,2.441,2,4
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[7*]C([8*])[8*],1.40823028656078,1.4070805,Other,13.018999999999998,0.3378,0,0
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[16*]c1ccc([16*])cc1,1.40823028656078,1.4070805,Aromatic Ring,76.098,0.035800000000000054,0,0
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[5*]N([5*])[5*],1.40823028656078,1.4070805,Amine,14.007,-0.3187,0,1
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[16*]c1cccc(S(=O)(=O)[O-])c1,1.40823028656078,1.4070805,Aromatic Ring,156.162,-0.2346999999999999,0,3
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[4*]C[8*],1.40823028656078,1.4070805,Other,14.027,0.4608,0,0
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[4*]CC,1.40823028656078,1.4070805,Other,29.061999999999998,0.9739,0,0
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[7*]C1C=CC(=[N+](C[8*])CC)C=C1,1.40823028656078,1.4070805,Amine,134.202,1.4304,0,0
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,[16*]c1ccccc1S(=O)(=O)[O-],1.40823028656078,1.4070805,Aromatic Ring,156.16199999999998,-0.2346999999999999,0,3
OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,[16*]c1ccc([16*])c([N+](=O)[O-])c1,1.63445315026793,1.56542,Amine,121.09499999999998,-0.05600000000000005,0,2
OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,[4*]CCO,1.63445315026793,1.56542,Alcohol,45.061,-0.053700000000000025,1,1
OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,[5*]N[5*],1.63445315026793,1.56542,Amine,15.015,-0.4954,1,1
OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,[5*]N([5*])[5*],1.63445315026793,1.56542,Amine,14.007,-0.3187,0,1
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[1*]C([6*])=O,0.97956275051564,1.2150556,Other,28.009999999999998,0.20500000000000002,0,1
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[8*]CC(C)C,0.97956275051564,1.2150556,Other,57.116,1.6099999999999999,0,0
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[15*][C@@H]1C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(C)C1,0.97956275051564,1.2150556,Amine,302.195,3.521700000000002,1,1
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[5*]N[5*],0.97956275051564,1.2150556,Amine,15.015,-0.4954,1,1
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[4*][C@]1([13*])O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H]([13*])N2C1=O,0.97956275051564,1.2150556,Alcohol,209.181,-1.8762999999999992,1,4
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[8*]C(C)C,0.97956275051564,1.2150556,Other,43.089,1.3639999999999999,0,0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,[8*]CCC,1.59558401419628,1.1305102,Other,43.089,1.3639999999999999,0,0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,[13*]C1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2([15*])O1,1.59558401419628,1.1305102,Alcohol,328.40800000000013,2.3689,1,4
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,[13*]C1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2([13*])O1,1.59558401419628,1.1305102,Alcohol,328.40800000000013,2.3689,1,4
